,open_time,close_time,volume,low_price,high_price,open_price,close_price,ticker,exchange
0,2021-06-19 01:39:00,2021-06-19 01:40:00,10.47,36041.0,36070.0,36041.1,36066.8,BTC-USDT-SWAP,okex
1,2021-06-19 01:38:00,2021-06-19 01:39:00,30.72,36041.0,36072.7,36066.0,36041.1,BTC-USDT-SWAP,okex
2,2021-06-19 01:37:00,2021-06-19 01:38:00,59.12,36069.7,36105.7,36085.1,36073.2,BTC-USDT-SWAP,okex
3,2021-06-19 01:36:00,2021-06-19 01:37:00,12.7,36085.0,36095.1,36095.1,36085.0,BTC-USDT-SWAP,okex
4,2021-06-19 01:35:00,2021-06-19 01:36:00,13.34,36095.1,36119.4,36119.4,36095.2,BTC-USDT-SWAP,okex
5,2021-06-19 01:34:00,2021-06-19 01:35:00,32.27,36105.8,36146.6,36110.9,36120.0,BTC-USDT-SWAP,okex
6,2021-06-19 01:33:00,2021-06-19 01:34:00,15.99,36085.1,36105.8,36085.1,36105.8,BTC-USDT-SWAP,okex
7,2021-06-19 01:32:00,2021-06-19 01:33:00,31.38,36081.4,36100.0,36081.4,36085.1,BTC-USDT-SWAP,okex
8,2021-06-19 01:31:00,2021-06-19 01:32:00,22.57,36081.4,36104.1,36104.1,36081.4,BTC-USDT-SWAP,okex
9,2021-06-19 01:30:00,2021-06-19 01:31:00,51.64,36091.2,36121.0,36091.2,36104.0,BTC-USDT-SWAP,okex
10,2021-06-19 01:29:00,2021-06-19 01:30:00,53.87,36088.0,36124.8,36124.8,36091.3,BTC-USDT-SWAP,okex
11,2021-06-19 01:28:00,2021-06-19 01:29:00,29.97,36103.1,36138.5,36123.6,36130.9,BTC-USDT-SWAP,okex
12,2021-06-19 01:27:00,2021-06-19 01:28:00,20.67,36125.2,36170.4,36170.1,36125.4,BTC-USDT-SWAP,okex
13,2021-06-19 01:26:00,2021-06-19 01:27:00,40.21,36126.2,36178.0,36178.0,36170.1,BTC-USDT-SWAP,okex
14,2021-06-19 01:25:00,2021-06-19 01:26:00,34.81,36170.0,36240.5,36240.5,36178.1,BTC-USDT-SWAP,okex
15,2021-06-19 01:24:00,2021-06-19 01:25:00,36.1,36223.4,36255.0,36246.4,36240.5,BTC-USDT-SWAP,okex
16,2021-06-19 01:23:00,2021-06-19 01:24:00,65.7,36201.6,36246.5,36233.0,36246.5,BTC-USDT-SWAP,okex
17,2021-06-19 01:22:00,2021-06-19 01:23:00,34.23,36209.1,36252.0,36209.2,36232.9,BTC-USDT-SWAP,okex
18,2021-06-19 01:21:00,2021-06-19 01:22:00,49.27,36206.4,36250.0,36207.4,36209.2,BTC-USDT-SWAP,okex
19,2021-06-19 01:20:00,2021-06-19 01:21:00,39.79,36205.1,36250.6,36250.6,36207.3,BTC-USDT-SWAP,okex
20,2021-06-19 01:19:00,2021-06-19 01:20:00,138.56,36191.0,36268.3,36210.0,36250.6,BTC-USDT-SWAP,okex
21,2021-06-19 01:18:00,2021-06-19 01:19:00,160.89,36152.2,36263.1,36160.6,36209.9,BTC-USDT-SWAP,okex
22,2021-06-19 01:17:00,2021-06-19 01:18:00,25.94,36122.0,36160.6,36131.7,36160.6,BTC-USDT-SWAP,okex
23,2021-06-19 01:16:00,2021-06-19 01:17:00,24.47,36116.4,36153.8,36118.0,36131.7,BTC-USDT-SWAP,okex
24,2021-06-19 01:15:00,2021-06-19 01:16:00,40.81,36102.9,36148.4,36148.4,36118.0,BTC-USDT-SWAP,okex
25,2021-06-19 01:14:00,2021-06-19 01:15:00,108.31,36084.1,36166.0,36094.5,36148.0,BTC-USDT-SWAP,okex
26,2021-06-19 01:13:00,2021-06-19 01:14:00,65.09,36072.0,36124.9,36124.9,36094.5,BTC-USDT-SWAP,okex
27,2021-06-19 01:12:00,2021-06-19 01:13:00,63.84,36048.8,36130.8,36122.5,36124.9,BTC-USDT-SWAP,okex
